sa,hi,meter,prompt,clean_text,clean_sa_slp1,hi_slp1,model_out
तवैवाज्ञानतो विश्वं त्वमेकः परमार्थतः त्वत्तोऽन्यो नास्ति संसारी नासंसारी च कश्चन ॥,"तुम्हारे निज स्वरूपके अज्ञानसे ही विश्वकी सत्ता है परमार्थतः एकमात्र तुम ही हो, तुमसे भिन्न न तो कोई संसारी है और न कोई असंसारी ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",तवैवाज्ञानतो विश्वं त्वमेकः परमार्थतः त्वत्तोऽन्यो नास्ति संसारी नासंसारी च कश्चन ॥,tavEvAjYAnato viSvaM tvamekaH paramArTataH tvatto'nyo nAsti saMsArI nAsaMsArI ca kaScana ..,"tumhAre nija svarUpake ajYAnase hI viSvakI sattA hE paramArTataH ekamAtra tuma hI ho, tumase Binna na to koI saMsArI hE Ora na koI asaMsArI ..",त्वमेव परमार्थतः विश्वस्य सत्ताकारणः त्वत्तः भिन्नं न संसारिकः न असंसारिकः॥
अष्टम्यां पुनरस्माभिरादित्यस्योदयं प्रति इमा गावो ग्रहीतव्या गते मत्स्ये गवां पदम् ॥,साथ ही यह भी से हुआ था कि हमलोग अमीको सूर्योदय होतेहोते उत्तरगोष्ठकी इन गौओंको ग्रहण कर क्योंकि उस समय मत्स्यराज गौओंके पदचिह्नोंका अनुसरण करते हुए त्रिगतोंके पीछे गये होंगे ॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",अष्टम्यां पुनरस्माभिरादित्यस्योदयं प्रति इमा गावो ग्रहीतव्या गते मत्स्ये गवां पदम् ॥,azwamyAM punarasmABirAdityasyodayaM prati imA gAvo grahItavyA gate matsye gavAM padam ..,sATa hI yaha BI se huA TA ki hamaloga amIko sUryodaya hotehote uttaragozWakI ina gOoMko grahaRa kara kyoMki usa samaya matsyarAja gOoMke padacihnoMkA anusaraRa karate hue trigatoMke pICe gaye hoMge ..,अस्मिन् एव च सूर्योदये उत्तरगोष्ठे गौः ग्रहणं कृत्वा मत्स्यराजः त्रिगतयोः पदचिह्नानुवर्तनं कृतवान्॥
स्वर्गद्वारं ततो गच्छेन्नियतो नियताशनः स्वर्गलोकमवाप्नोति ब्रह्मलोकं च गच्छति ॥,तदनन्तर नियमपरायण हो नियमित भोजन करते हु स्वर्गद्वारको जाय उस तीर्थ सेवनले मनुष्य स्वर्ग और ब्रह्मलोक जाता है,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",स्वर्गद्वारं ततो गच्छेन्नियतो नियताशनः स्वर्गलोकमवाप्नोति ब्रह्मलोकं च गच्छति ॥,svargadvAraM tato gacCenniyato niyatASanaH svargalokamavApnoti brahmalokaM ca gacCati ..,tadanantara niyamaparAyaRa ho niyamita Bojana karate hu svargadvArako jAya usa tIrTa sevanale manuzya svarga Ora brahmaloka jAtA hE,ततः परं नियमनिष्ठः भोजनं कृत्वा स्वर्गद्वारं गच्छति तत्र तीर्थसेवनं ब्रह्मलोके गच्छति ॥
देवान्भावयतानेन ते देवा भावयन्तु वः परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ॥,"तथा तुमलोग, इस यज्ञद्वारा देवताओंकी उन्नति करो और वे देवतालोग तुमलोगोंकी उन्नति करें इस प्रकार आपसमें कर्तव्य समझकर उन्नति करते हुए परम कल्याणको प्राप्त होवोगे ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",देवान्भावयतानेन ते देवा भावयन्तु वः परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ॥,devAnBAvayatAnena te devA BAvayantu vaH parasparaM BAvayantaH SreyaH paramavApsyaTa ..,"taTA tumaloga, isa yajYadvArA devatAoMkI unnati karo Ora ve devatAloga tumalogoMkI unnati kareM isa prakAra ApasameM kartavya samaJakara unnati karate hue parama kalyARako prApta hovoge ..",तथा भवान्यः यज्ञेन देवान् उन्नतिं कुरुत देवगणान् उन्नतिं कुरुत सः परमं कल्याणं प्राप्स्यति॥
न मातृपितृशुश्रूषा न च दैवतपूजनम् नान्यो गुणसमाचारः पुरुषस्य सुखावहः,"मातापिताकी सेवा, देवताओंकी पूजा तथा अन्य सद्गुणयुक्त सदाचार भी बुरे दिनों में किसी पुरुषके लिये सुखदायक नहीं होता है",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",न मातृपितृशुश्रूषा न च दैवतपूजनम् नान्यो गुणसमाचारः पुरुषस्य सुखावहः,na mAtfpitfSuSrUzA na ca dEvatapUjanam nAnyo guRasamAcAraH puruzasya suKAvahaH,"mAtApitAkI sevA, devatAoMkI pUjA taTA anya sadguRayukta sadAcAra BI bure dinoM meM kisI puruzake liye suKadAyaka nahIM hotA hE",पितृमातृसेवा देवपूजा च अन्यत् सदाचारः पुरुषाय दुष्टकाले सुखदायकः न भवति ॥
विपदः सन्तु नः शश्वत्तत्र तत्र जगद्गुरो भवतो दर्शनं यत्स्यादपुनर्भवदर्शनम् ॥,"हे जगद्गुरो ! यत्रतत्रसभी स्थानोंमें हमपर विपत्तियाँ आती ही रहें, जिससे उस समयपुनर्जन्मका नाश करनेवाला आपका दर्शन मिला करे ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",विपदः सन्तु नः शश्वत्तत्र तत्र जगद्गुरो भवतो दर्शनं यत्स्यादपुनर्भवदर्शनम् ॥,vipadaH santu naH SaSvattatra tatra jagadguro Bavato darSanaM yatsyAdapunarBavadarSanam ..,"he jagadguro ! yatratatrasaBI sTAnoMmeM hamapara vipattiyA~ AtI hI raheM, jisase usa samayapunarjanmakA nASa karanevAlA ApakA darSana milA kare ..",हे जगत्गुरो! यत्र यत्र विपत्तयः आगच्छन्ति तत्र तत्र पुनर्जन्मसंहारिणं भवेत् दर्शनम्॥
किमाह पुरुषश्रेष्ठ: शीघ्रमाचक्ष्व मे मुने चिरस्य खलु कृष्णेन संस्मृतो5स्मि महात्मना॥,"“मुने! पुरुषोत्तम श्रीकृष्फका कौनसा संदेश है, यह मुझे शीघ्र बताइये निश्चय ही महात्मा श्रीकृष्णने चिरकालके पश्चात्‌ मेरा स्मरण किया है'॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",किमाह पुरुषश्रेष्ठ: शीघ्रमाचक्ष्व मे मुने चिरस्य खलु कृष्णेन संस्मृतो5स्मि महात्मना॥,kimAha puruzaSrezWa: SIGramAcakzva me mune cirasya Kalu kfzRena saMsmfto5smi mahAtmanA..,"“mune! puruzottama SrIkfzPakA kOnasA saMdeSa hE, yaha muJe SIGra batAiye niScaya hI mahAtmA SrIkfzRane cirakAlake paScAt‌ merA smaraRa kiyA hE'..",मुनिवर! पुरुषोत्तमश्रीकृष्णेन किम संदेशं त्वं शीघ्रं वदतु मे चिरकालपश्चात् मम स्मरति श्रीकृष्णे ॥
न्यस्तशस्त्रो च तौ वीरौ ववन्दतुररिंदमौ पितरौ धर्मतत्त्वज्ञौ सर्वभूतहिते रतौ॥,शत्रुओंका दमन करनेवाले उन दोनों वीरोंने हथियार नीचे डालकर समस्त भूतोंके हितमें तत्पर रहनेवाले धर्मतत्त्वके ज्ञाता मातापिताको प्रणाम किया॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",न्यस्तशस्त्रो च तौ वीरौ ववन्दतुररिंदमौ पितरौ धर्मतत्त्वज्ञौ सर्वभूतहिते रतौ॥,nyastaSastro ca tO vIrO vavandaturariMdamO pitarO DarmatattvajYO sarvaBUtahite ratO..,SatruoMkA damana karanevAle una donoM vIroMne haTiyAra nIce qAlakara samasta BUtoMke hitameM tatpara rahanevAle Darmatattvake jYAtA mAtApitAko praRAma kiyA..,शत्रुनाशनयोः वीरौ अस्त्रान् त्यक्त्वा भूतानां हितैर्धर्मज्ञाताभ्यां पितृमातृभ्यां नमामिष्यन्॥
मन्निष्ठा मद्धियोऽत्यन्तं मच्चित्ता मयि तत्पराः  अपुनर्भवमायान्ति विज्ञानान्नाशितैनसः ॥,". जिनकी निष्ठा और बुद्धि मुझही में है, जिनका चित्त मुझमें अत्यन्त आसक्त है, जो सदा मेरे परायण हैं वह विज्ञानद्वारा पापनाश करके मुक्त होजाते हैं ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",मन्निष्ठा मद्धियोऽत्यन्तं मच्चित्ता मयि तत्पराः  अपुनर्भवमायान्ति विज्ञानान्नाशितैनसः ॥,mannizWA madDiyo'tyantaM maccittA mayi tatparAH  apunarBavamAyAnti vijYAnAnnASitEnasaH ..,". jinakI nizWA Ora budDi muJahI meM hE, jinakA citta muJameM atyanta Asakta hE, jo sadA mere parAyaRa hEM vaha vijYAnadvArA pApanASa karake mukta hojAte hEM ..",मम निष्ठाबुद्धिः चित्तसङ्गतः परायणः सः विज्ञानेन पापं नाशयेत् मुक्तो भवति ॥
स्त्रीवश्यता ख्याप्यमाना कृष्णस्य हि महात्मन: जगत्ययशसा योगं जनयेदिति मे मतिः॥,"महात्मा श्रीकृष्ण स्त्रीके वशीभूत रहते हैं, इस बातकी प्रसिद्धि तो उनके लिये संसारमें अयश या कलड्डढकी ही प्राप्ति करायेगी; ऐसा मेरा विश्वास है॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",स्त्रीवश्यता ख्याप्यमाना कृष्णस्य हि महात्मन: जगत्ययशसा योगं जनयेदिति मे मतिः॥,strIvaSyatA KyApyamAnA kfzRasya hi mahAtmana: jagatyayaSasA yogaM janayediti me matiH..,"mahAtmA SrIkfzRa strIke vaSIBUta rahate hEM, isa bAtakI prasidDi to unake liye saMsArameM ayaSa yA kalaqqaQakI hI prApti karAyegI; EsA merA viSvAsa hE..",श्रीकृष्णस्य महिमा स्त्रीषु वशीभूतत्वे जगत्प्रसिद्धिः मे विश्वासः अयशकलड्ढिकाम् एव प्रापयिष्यति॥
स महायोगिनो बुद्ध्वा तं रोषं वै महात्मनः गतिमागमनं वेत्ति स्थानं चैव ततः प्रभुः,"महायोगी महात्मा भगवान् शिवके उस रोषको समझकर वे उनसे दूर हट गये थे, योगसिद्ध उशना, गमन, आगमन और स्थानको जानते थे अर्थात् कब हटना चाहिये, कब आना चाहिये, तथा किस अवस्थामें कहीं अन्यत्र न जाकर अपने स्थानपर ही ठहरे रहना चाहिये, इन सब बातोंको वे अच्छी तरह समझते थे",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",स महायोगिनो बुद्ध्वा तं रोषं वै महात्मनः गतिमागमनं वेत्ति स्थानं चैव ततः प्रभुः,sa mahAyogino budDvA taM rozaM vE mahAtmanaH gatimAgamanaM vetti sTAnaM cEva tataH praBuH,"mahAyogI mahAtmA BagavAn Sivake usa rozako samaJakara ve unase dUra hawa gaye Te, yogasidDa uSanA, gamana, Agamana Ora sTAnako jAnate Te arTAt kaba hawanA cAhiye, kaba AnA cAhiye, taTA kisa avasTAmeM kahIM anyatra na jAkara apane sTAnapara hI Wahare rahanA cAhiye, ina saba bAtoMko ve acCI taraha samaJate Te",महायोगी शिवस्य रोषं ज्ञात्वा तान् दूरं गच्छन् योगसिद्धः गमनआगमनस्थानं च तत्त्वतः जानति स्म॥
रामानयाणमाळोक्य भगवान्‌ देवकीसुतः  निषसाद धरापस्थे तृष्णीसासाद्य पिप्पलम्‌ ॥,"जब भगवान्‌ श्रीकृष्णने देखा कि मेरे बड़े भाई बलरामजी परमपदमं छीन हो गये, तब्र वे एक पीपळके पेड़के तले जाकर चुपचाप धरतीपर ही बठ गये.  ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",रामानयाणमाळोक्य भगवान्‌ देवकीसुतः  निषसाद धरापस्थे तृष्णीसासाद्य पिप्पलम्‌ ॥,rAmAnayARamALokya BagavAn‌ devakIsutaH  nizasAda DarApasTe tfzRIsAsAdya pippalam‌ ..,"jaba BagavAn‌ SrIkfzRane deKA ki mere baq0e BAI balarAmajI paramapadamaM CIna ho gaye, tabra ve eka pIpaLake peq0ake tale jAkara cupacApa DaratIpara hI baWa gaye.  ..",यदा श्रीकृष्णः दृष्टवान् बलरामस्य परमपदं क्षीणं तदा पिप्पलवृक्षस्य तले भूमौ निमग्नः शान्तः ॥
गीता सुगीता कर्तव्या किमन्यैः शास्त्रसंग्रहैः या स्वयं पद्मनाभस्य मुखपद्माद् विनिःसृता ॥,"गीता का ही भलीभाँति गान करना चाहिये अर्थात् उसी का भलीभाँति श्रवण, कीर्तन, पठन, पाठन, मनन और धारण करना चाहिये, फिर अन्य शास्त्रों के संग्रह की क्या आवश्यकता है ! क्योंकि वह स्वयं पद्मनाभ भगवान्‌ के साक्षात् मुखकमल से निकली हुई है '",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",गीता सुगीता कर्तव्या किमन्यैः शास्त्रसंग्रहैः या स्वयं पद्मनाभस्य मुखपद्माद् विनिःसृता ॥,gItA sugItA kartavyA kimanyEH SAstrasaMgrahEH yA svayaM padmanABasya muKapadmAd viniHsftA ..,"gItA kA hI BalIBA~ti gAna karanA cAhiye arTAt usI kA BalIBA~ti SravaRa, kIrtana, paWana, pAWana, manana Ora DAraRa karanA cAhiye, Pira anya SAstroM ke saMgraha kI kyA AvaSyakatA hE ! kyoMki vaha svayaM padmanABa BagavAn‌ ke sAkzAt muKakamala se nikalI huI hE '",गीतायाः श्रवणं कीर्तनं पठनं मननं धारणं च परमं श्रेष्ठम् अन्यशास्त्रेषु किमपि आवश्यकता अस्ति॥
पतमानोऽथ नरके भवतास्मि समुद्धतः भवितव्यमथैवं च यद् दृष्टोऽसि मयानघ ॥,"अनय मैं नरकमे गिर रहा था आज आपने मेरा उदार कर दिया इस प्रकार जब मुझे आपका दर्शन मिळ गया, तब निश्चय ही आपके उपदेशके अनुसार भविष्यमै सब कुछ होगा  ",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",पतमानोऽथ नरके भवतास्मि समुद्धतः भवितव्यमथैवं च यद् दृष्टोऽसि मयानघ ॥,patamAno'Ta narake BavatAsmi samudDataH BavitavyamaTEvaM ca yad dfzwo'si mayAnaGa ..,"anaya mEM narakame gira rahA TA Aja Apane merA udAra kara diyA isa prakAra jaba muJe ApakA darSana miLa gayA, taba niScaya hI Apake upadeSake anusAra BavizyamE saba kuCa hogA  ",अहं यदा नरके गच्छामि आज्ञा त्वं मे करुणां ददात्। दर्शनं प्राप्त्य तदा भविष्यत् सर्वं उपदेशानुसारं निश्चितम्॥
